excel_file,sheet_name,Номер выдела,Состав,Элемент леса,Высота,Диаметр,Разряд
511-516_with_tiers.xlsx,Кв516,10,10Л+Б,Л,21.0,26.0,6.0
511-516_with_tiers.xlsx,Кв516,10,10Л+Б,Б,,,
511-516_with_tiers.xlsx,Кв516,11,8Б2Л,Л,3.0,2.0,10.0
511-516_with_tiers.xlsx,Кв516,12,10Л,Л,18.0,20.0,6.0
511-516_with_tiers.xlsx,Кв516,13,6Л2С2Б,Л,19.0,22.0,6.0
511-516_with_tiers.xlsx,Кв516,13,6Л2С2Б,С,17.0,20.0,6.0
511-516_with_tiers.xlsx,Кв516,13,6Л2С2Б,Б,17.0,20.0,6.0
511-516_with_tiers.xlsx,Кв516,14,7Л2С1Б,Л,19.0,22.0,6.0
511-516_with_tiers.xlsx,Кв516,14,7Л2С1Б,С,17.0,22.0,7.0
511-516_with_tiers.xlsx,Кв516,14,7Л2С1Б,Б,16.0,18.0,6.0
511-516_with_tiers.xlsx,Кв516,15,6Л4С,Л,19.0,22.0,6.0
511-516_with_tiers.xlsx,Кв516,15,6Л4С,С,17.0,20.0,6.0
57-60_with_tiers.xlsx,кв57,1,4Л3С1К1Е1Б,Л,21.0,22.0,5.0
57-60_with_tiers.xlsx,кв57,1,4Л3С1К1Е1Б,С,16.0,16.0,6.0
57-60_with_tiers.xlsx,кв57,1,4Л3С1К1Е1Б,К,18.0,20.0,5.0
57-60_with_tiers.xlsx,кв57,1,4Л3С1К1Е1Б,Е,15.0,14.0,2.0
57-60_with_tiers.xlsx,кв57,1,4Л3С1К1Е1Б,Б,15.0,14.0,5.0
57-60_with_tiers.xlsx,кв57,2,4С3Л1К2С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,2,4С3Л1К2С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,2,4С3Л1К2С,К,14.0,14.0,5.0
57-60_with_tiers.xlsx,кв57,2,4С3Л1К2С,С,9.0,10.0,9.0
57-60_with_tiers.xlsx,кв57,4,4С3Л3С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,4,4С3Л3С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,4,4С3Л3С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв57,5,6Л2Е2Б,Л,20.0,20.0,5.0
57-60_with_tiers.xlsx,кв57,5,6Л2Е2Б,Е,17.0,16.0,2.0
57-60_with_tiers.xlsx,кв57,5,6Л2Е2Б,Б,16.0,16.0,5.0
57-60_with_tiers.xlsx,кв57,6,8Л2Е,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,6,8Л2Е,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв57,7,4С3Л3С,С,13.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,7,4С3Л3С,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,7,4С3Л3С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв57,8,3С3Л4С,С,13.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,8,3С3Л4С,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,8,3С3Л4С,С,8.0,8.0,9.0
57-60_with_tiers.xlsx,кв57,9,4С3Л1К2С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,9,4С3Л1К2С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,9,4С3Л1К2С,К,14.0,14.0,5.0
57-60_with_tiers.xlsx,кв57,9,4С3Л1К2С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв57,10,3С2Л2Е1Б2С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,10,3С2Л2Е1Б2С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,10,3С2Л2Е1Б2С,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв57,10,3С2Л2Е1Б2С,Б,13.0,12.0,6.0
57-60_with_tiers.xlsx,кв57,10,3С2Л2Е1Б2С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв57,11,6Л1С1Е2Б,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,11,6Л1С1Е2Б,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв57,11,6Л1С1Е2Б,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв57,11,6Л1С1Е2Б,Б,14.0,12.0,5.0
57-60_with_tiers.xlsx,кв57,12,5С4Л1С,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв57,12,5С4Л1С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,12,5С4Л1С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв57,13,5Л2С1Е2Б,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,13,5Л2С1Е2Б,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв57,13,5Л2С1Е2Б,Е,13.0,12.0,2.0
57-60_with_tiers.xlsx,кв57,13,5Л2С1Е2Б,Б,14.0,12.0,5.0
57-60_with_tiers.xlsx,кв57,14,5Л2С2Е1Б,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв57,14,5Л2С2Е1Б,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв57,14,5Л2С2Е1Б,Е,10.0,10.0,4.0
57-60_with_tiers.xlsx,кв57,14,5Л2С2Е1Б,Б,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,1,4С2Л1К1ОС2С+Б,С,14.0,16.0,7.0
57-60_with_tiers.xlsx,кв58,1,4С2Л1К1ОС2С+Б,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,1,4С2Л1К1ОС2С+Б,К,15.0,14.0,5.0
57-60_with_tiers.xlsx,кв58,1,4С2Л1К1ОС2С+Б,ОС,15.0,14.0,
57-60_with_tiers.xlsx,кв58,1,4С2Л1К1ОС2С+Б,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,3,5С3Л2С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв58,3,5С3Л2С,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,3,5С3Л2С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,4,6Л2Е2Б,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв58,4,6Л2Е2Б,Е,14.0,14.0,3.0
57-60_with_tiers.xlsx,кв58,4,6Л2Е2Б,Б,14.0,19.0,7.0
57-60_with_tiers.xlsx,кв58,5,4Е3Л1К2Б+ОС,Е,15.0,14.0,2.0
57-60_with_tiers.xlsx,кв58,5,4Е3Л1К2Б+ОС,Л,16.0,19.0,7.0
57-60_with_tiers.xlsx,кв58,5,4Е3Л1К2Б+ОС,К,14.0,19.0,7.0
57-60_with_tiers.xlsx,кв58,5,4Е3Л1К2Б+ОС,Б,13.0,12.0,6.0
57-60_with_tiers.xlsx,кв58,6,10Л,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,7,7С1Л2С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв58,7,7С1Л2С,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,7,7С1Л2С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,9,6Л4С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,9,6Л4С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв58,10,6С4Л,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв58,10,6С4Л,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,11,10ЕРН,ЕРН,2.0,,
57-60_with_tiers.xlsx,кв58,12,4Л2С2Е1К1Б,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,12,4Л2С2Е1К1Б,С,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,12,4Л2С2Е1К1Б,Е,14.0,14.0,3.0
57-60_with_tiers.xlsx,кв58,12,4Л2С2Е1К1Б,К,16.0,16.0,5.0
57-60_with_tiers.xlsx,кв58,12,4Л2С2Е1К1Б,Б,13.0,12.0,6.0
57-60_with_tiers.xlsx,кв58,13,6С3Л1С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв58,13,6С3Л1С,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,13,6С3Л1С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,14,5С2Л1Е2С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв58,14,5С2Л1Е2С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,14,5С2Л1Е2С,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв58,14,5С2Л1Е2С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,15,6Л1С1Е2Б,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,15,6Л1С1Е2Б,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв58,15,6Л1С1Е2Б,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв58,15,6Л1С1Е2Б,Б,14.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,16,5С4Л1С,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв58,16,5С4Л1С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,16,5С4Л1С,С,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв58,17,8Л1Е1Б,Л,16.0,16.0,6.0
57-60_with_tiers.xlsx,кв58,17,8Л1Е1Б,Е,14.0,14.0,3.0
57-60_with_tiers.xlsx,кв58,17,8Л1Е1Б,Б,12.0,12.0,7.0
57-60_with_tiers.xlsx,кв58,18,5Л1С2Е2Б,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв58,18,5Л1С2Е2Б,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв58,18,5Л1С2Е2Б,Е,13.0,12.0,2.0
57-60_with_tiers.xlsx,кв58,18,5Л1С2Е2Б,Б,14.0,12.0,5.0
57-60_with_tiers.xlsx,кв58,19,4Л3С2К1Е,Л,19.0,18.0,5.0
57-60_with_tiers.xlsx,кв58,19,4Л3С2К1Е,С,17.0,16.0,5.0
57-60_with_tiers.xlsx,кв58,19,4Л3С2К1Е,К,18.0,24.0,6.0
57-60_with_tiers.xlsx,кв58,19,4Л3С2К1Е,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв58,20,2Л2С6Б,Л,6.0,6.0,10.0
57-60_with_tiers.xlsx,кв58,21,7Л1Е2Б,Л,14.0,12.0,6.0
57-60_with_tiers.xlsx,кв58,21,7Л1Е2Б,Е,10.0,10.0,4.0
57-60_with_tiers.xlsx,кв58,21,7Л1Е2Б,Б,7.0,6.0,9.0
57-60_with_tiers.xlsx,кв58,22,6С4Л,С,19.0,18.0,5.0
57-60_with_tiers.xlsx,кв58,22,6С4Л,Л,19.0,18.0,5.0
57-60_with_tiers.xlsx,кв59,1,7С3Л,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв59,1,7С3Л,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,2,5Л3С1Е1Б,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв59,2,5Л3С1Е1Б,С,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,2,5Л3С1Е1Б,Е,13.0,12.0,2.0
57-60_with_tiers.xlsx,кв59,2,5Л3С1Е1Б,Б,12.0,12.0,7.0
57-60_with_tiers.xlsx,кв59,3,6Л3С1Б,Л,13.0,12.0,7.0
57-60_with_tiers.xlsx,кв59,4,8Л1С1Б,Л,19.0,16.0,4.0
57-60_with_tiers.xlsx,кв59,4,8Л1С1Б,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв59,4,8Л1С1Б,Б,13.0,12.0,6.0
57-60_with_tiers.xlsx,кв59,5,10ЕРН,ЕРН,2.0,,
57-60_with_tiers.xlsx,кв59,6,6Л1С1Е2Б,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,6,6Л1С1Е2Б,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв59,6,6Л1С1Е2Б,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв59,6,6Л1С1Е2Б,Б,12.0,12.0,7.0
57-60_with_tiers.xlsx,кв59,7,6Л4С,Л,18.0,18.0,6.0
57-60_with_tiers.xlsx,кв59,7,6Л4С,С,17.0,18.0,6.0
57-60_with_tiers.xlsx,кв59,7,3С3Л4Б,С,3.0,2.0,9.0
57-60_with_tiers.xlsx,кв59,7,3С3Л4Б,Л,3.0,2.0,10.0
57-60_with_tiers.xlsx,кв59,7,3С3Л4Б,Б,3.0,2.0,9.0
57-60_with_tiers.xlsx,кв59,8,5Л2С1К2Б,Л,5.0,4.0,10.0
57-60_with_tiers.xlsx,кв59,9,8Л1К1Е,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,9,8Л1К1Е,К,15.0,16.0,5.0
57-60_with_tiers.xlsx,кв59,9,8Л1К1Е,Е,13.0,12.0,2.0
57-60_with_tiers.xlsx,кв59,10,5Л3С2Б,Л,7.0,6.0,10.0
57-60_with_tiers.xlsx,кв59,11,5Л3С2Е,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,11,5Л3С2Е,С,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,11,5Л3С2Е,Е,12.0,12.0,3.0
57-60_with_tiers.xlsx,кв59,12,6Л4С,Л,13.0,14.0,8.0
57-60_with_tiers.xlsx,кв59,12,6Л4С,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв59,13,5С3Л2Б,С,5.0,4.0,9.0
57-60_with_tiers.xlsx,кв59,14,6С4Л,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв59,14,6С4Л,Л,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,14,4С3Л3Б,С,5.0,4.0,9.0
57-60_with_tiers.xlsx,кв59,14,4С3Л3Б,Л,5.0,4.0,10.0
57-60_with_tiers.xlsx,кв59,14,4С3Л3Б,Б,6.0,4.0,9.0
57-60_with_tiers.xlsx,кв59,15,4Л3С2ОС1Б,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,15,4Л3С2ОС1Б,С,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв59,15,4Л3С2ОС1Б,ОС,12.0,12.0,
57-60_with_tiers.xlsx,кв59,15,4Л3С2ОС1Б,Б,12.0,12.0,7.0
57-60_with_tiers.xlsx,кв59,15,6ОС4Б,ОС,4.0,4.0,
57-60_with_tiers.xlsx,кв59,15,6ОС4Б,Б,4.0,4.0,9.0
57-60_with_tiers.xlsx,кв59,16,6С4Л,С,16.0,16.0,6.0
57-60_with_tiers.xlsx,кв59,16,6С4Л,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,16,4Л3С3Б,Л,7.0,6.0,10.0
57-60_with_tiers.xlsx,кв59,16,4Л3С3Б,С,7.0,6.0,9.0
57-60_with_tiers.xlsx,кв59,16,4Л3С3Б,Б,8.0,6.0,8.0
57-60_with_tiers.xlsx,кв59,17,6С4Л,С,16.0,16.0,6.0
57-60_with_tiers.xlsx,кв59,17,6С4Л,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв59,19,7С3Л,С,16.0,16.0,6.0
57-60_with_tiers.xlsx,кв59,19,7С3Л,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв59,19,4Б2С4ОС,Б,7.0,6.0,9.0
57-60_with_tiers.xlsx,кв59,19,4Б2С4ОС,С,7.0,6.0,9.0
57-60_with_tiers.xlsx,кв59,19,4Б2С4ОС,ОС,7.0,6.0,
57-60_with_tiers.xlsx,кв59,20,4Л3С2Е1Б,Л,5.0,4.0,10.0
57-60_with_tiers.xlsx,кв59,21,7С3Л,С,17.0,18.0,6.0
57-60_with_tiers.xlsx,кв59,21,7С3Л,Л,19.0,18.0,5.0
57-60_with_tiers.xlsx,кв59,22,4С2Л4Б,С,7.0,6.0,9.0
57-60_with_tiers.xlsx,кв59,24,6Л4С,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв59,24,6Л4С,С,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв60,1,10Л,Л,14.0,14.0,7.0
57-60_with_tiers.xlsx,кв60,2,6Л4С,Л,19.0,18.0,5.0
57-60_with_tiers.xlsx,кв60,2,6Л4С,С,17.0,18.0,6.0
57-60_with_tiers.xlsx,кв60,2,3С3Л1К1Е2Б,С,6.0,6.0,9.0
57-60_with_tiers.xlsx,кв60,2,3С3Л1К1Е2Б,Л,6.0,6.0,10.0
57-60_with_tiers.xlsx,кв60,2,3С3Л1К1Е2Б,К,6.0,6.0,8.0
57-60_with_tiers.xlsx,кв60,2,3С3Л1К1Е2Б,Е,6.0,6.0,7.0
57-60_with_tiers.xlsx,кв60,2,3С3Л1К1Е2Б,Б,6.0,6.0,9.0
57-60_with_tiers.xlsx,кв60,3,9Л1Е,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв60,4,6Л2Е2Б,Л,13.0,12.0,7.0
57-60_with_tiers.xlsx,кв60,4,6Л2Е2Б,Е,11.0,10.0,3.0
57-60_with_tiers.xlsx,кв60,4,6Л2Е2Б,Б,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв60,5,6С4Л,С,18.0,20.0,6.0
57-60_with_tiers.xlsx,кв60,5,6С4Л,Л,19.0,18.0,5.0
57-60_with_tiers.xlsx,кв60,5,6С3Л1Б,С,11.0,12.0,8.0
57-60_with_tiers.xlsx,кв60,5,6С3Л1Б,Л,12.0,12.0,8.0
57-60_with_tiers.xlsx,кв60,5,6С3Л1Б,Б,9.0,8.0,7.0
57-60_with_tiers.xlsx,кв60,6,4С2Л4Б,С,3.0,2.0,9.0
57-60_with_tiers.xlsx,кв60,7,5Л3С2Б,Л,7.0,6.0,10.0
57-60_with_tiers.xlsx,кв60,8,4С4Л1Б1ОС,С,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв60,8,4С4Л1Б1ОС,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв60,8,4С4Л1Б1ОС,Б,8.0,8.0,8.0
57-60_with_tiers.xlsx,кв60,8,4С4Л1Б1ОС,ОС,8.0,8.0,
57-60_with_tiers.xlsx,кв60,9,5Л4С1Б,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв60,9,5Л4С1Б,С,15.0,16.0,7.0
57-60_with_tiers.xlsx,кв60,9,5Л4С1Б,Б,9.0,8.0,7.0
57-60_with_tiers.xlsx,кв60,10,6Л2С2Б,Л,17.0,16.0,6.0
57-60_with_tiers.xlsx,кв60,10,6Л2С2Б,С,16.0,16.0,6.0
57-60_with_tiers.xlsx,кв60,10,6Л2С2Б,Б,10.0,10.0,8.0
57-60_with_tiers.xlsx,кв60,11,6С4Л,С,15.0,14.0,6.0
57-60_with_tiers.xlsx,кв60,11,6С4Л,Л,16.0,14.0,6.0
57-60_with_tiers.xlsx,кв60,11,3С3Л4Б,С,4.0,4.0,9.0
57-60_with_tiers.xlsx,кв60,11,3С3Л4Б,Л,4.0,4.0,10.0
57-60_with_tiers.xlsx,кв60,11,3С3Л4Б,Б,4.0,4.0,9.0
93-94_with_tiers.xlsx,кв93,1,6С4Л,С,16.0,1.0,2.0
93-94_with_tiers.xlsx,кв93,1,6С4Л,Л,17.0,16.0,6.0
93-94_with_tiers.xlsx,кв93,2,6Л3С1Б,Л,16.0,14.0,6.0
93-94_with_tiers.xlsx,кв93,2,6Л3С1Б,С,15.0,14.0,6.0
93-94_with_tiers.xlsx,кв93,2,6Л3С1Б,Б,10.0,10.0,8.0
93-94_with_tiers.xlsx,кв93,4,8Б2Л,Б,10.0,10.0,8.0
93-94_with_tiers.xlsx,кв93,5,10ЕРН,ЕРН,2.0,,
93-94_with_tiers.xlsx,кв93,6,7С3Л,С,15.0,16.0,7.0
93-94_with_tiers.xlsx,кв93,6,7С3Л,Л,16.0,14.0,6.0
93-94_with_tiers.xlsx,кв93,7,8Л2Е,Л,12.0,12.0,8.0
93-94_with_tiers.xlsx,кв93,7,8Л2Е,Е,10.0,10.0,4.0
93-94_with_tiers.xlsx,кв93,8,6Л4С,Л,10.0,10.0,9.0
93-94_with_tiers.xlsx,кв93,9,9Л1Е,Л,14.0,14.0,7.0
93-94_with_tiers.xlsx,кв93,10,7Л3Е,Л,12.0,12.0,8.0
93-94_with_tiers.xlsx,кв93,10,7Л3Е,Е,8.0,8.0,4.0
93-94_with_tiers.xlsx,кв93,11,10Л+Е,Л,13.0,12.0,7.0
93-94_with_tiers.xlsx,кв93,12,6Л3Е1С,Л,15.0,14.0,6.0
93-94_with_tiers.xlsx,кв93,12,6Л3Е1С,Е,12.0,12.0,3.0
93-94_with_tiers.xlsx,кв93,12,6Л3Е1С,С,14.0,16.0,7.0
93-94_with_tiers.xlsx,кв93,13,8Л2Е,Л,15.0,14.0,6.0
93-94_with_tiers.xlsx,кв93,13,8Л2Е,Е,13.0,12.0,2.0
93-94_with_tiers.xlsx,кв94,1,7Л2С1Б,Л,19.0,16.0,4.0
93-94_with_tiers.xlsx,кв94,1,7Л2С1Б,С,16.0,16.0,6.0
93-94_with_tiers.xlsx,кв94,1,7Л2С1Б,Б,8.0,8.0,8.0
93-94_with_tiers.xlsx,кв94,2,6Л1С2Е1Б,Л,12.0,12.0,8.0
93-94_with_tiers.xlsx,кв94,2,6Л1С2Е1Б,С,11.0,12.0,8.0
93-94_with_tiers.xlsx,кв94,2,6Л1С2Е1Б,Е,10.0,10.0,4.0
93-94_with_tiers.xlsx,кв94,2,6Л1С2Е1Б,Б,10.0,10.0,8.0
93-94_with_tiers.xlsx,кв94,4,5С2Л1Б2С,С,15.0,14.0,6.0
93-94_with_tiers.xlsx,кв94,4,5С2Л1Б2С,Л,16.0,14.0,6.0
93-94_with_tiers.xlsx,кв94,4,5С2Л1Б2С,Б,10.0,10.0,8.0
93-94_with_tiers.xlsx,кв94,4,5С2Л1Б2С,С,10.0,10.0,8.0
93-94_with_tiers.xlsx,кв94,5,6Л4С,Л,10.0,10.0,9.0
93-94_with_tiers.xlsx,кв94,6,10Л,Л,12.0,12.0,8.0
93-94_with_tiers.xlsx,кв94,7,9Л1Е,Л,17.0,16.0,6.0
93-94_with_tiers.xlsx,кв94,7,9Л1Е,Е,14.0,14.0,3.0
93-94_with_tiers.xlsx,кв94,8,10ЕРН,ЕРН,2.0,,
93-94_with_tiers.xlsx,кв94,9,5С3Л2Е,С,15.0,16.0,7.0
93-94_with_tiers.xlsx,кв94,9,5С3Л2Е,Л,17.0,16.0,6.0
93-94_with_tiers.xlsx,кв94,9,5С3Л2Е,Е,13.0,12.0,2.0
93-94_with_tiers.xlsx,кв94,10,7Л2С1Б,Л,14.0,14.0,7.0
93-94_with_tiers.xlsx,кв94,10,7Л2С1Б,С,13.0,14.0,7.0
93-94_with_tiers.xlsx,кв94,10,7Л2С1Б,Б,12.0,12.0,7.0
93-94_with_tiers.xlsx,кв94,11,6Л3С1Е,Л,16.0,14.0,6.0
93-94_with_tiers.xlsx,кв94,11,6Л3С1Е,С,15.0,14.0,6.0
93-94_with_tiers.xlsx,кв94,11,6Л3С1Е,Е,13.0,12.0,2.0
93-94_with_tiers.xlsx,кв94,12,5Л5Е,Л,13.0,12.0,7.0
93-94_with_tiers.xlsx,кв94,12,5Л5Е,Е,10.0,10.0,4.0
93-94_with_tiers.xlsx,кв94,13,8Л1С1Е,Л,18.0,18.0,6.0
93-94_with_tiers.xlsx,кв94,13,8Л1С1Е,С,16.0,16.0,6.0
93-94_with_tiers.xlsx,кв94,13,8Л1С1Е,Е,14.0,14.0,3.0
93-94_with_tiers.xlsx,кв94,14,6Л4С,Л,17.0,16.0,6.0
93-94_with_tiers.xlsx,кв94,14,6Л4С,С,15.0,16.0,7.0
93-94_with_tiers.xlsx,кв94,15,6Л3С1Е,Л,16.0,14.0,6.0
93-94_with_tiers.xlsx,кв94,15,6Л3С1Е,С,15.0,16.0,7.0
93-94_with_tiers.xlsx,кв94,15,6Л3С1Е,Е,12.0,12.0,3.0
93-94_with_tiers.xlsx,кв94,16,6С1Л3Б,С,5.0,4.0,9.0
